index	sentence_bleu	source_am	reference_en	hypothesis_en
417	3.55	አንቀጾቹ ከመጽደቃቸው በፊት ከሁሉም ክልሎች አንድላይ ፈቃድ ያስፈላጋቸዋል እና ክልሎቹ መኣከላዊ መንግስቱን በትክክል ካልመውሰዳቸው የተነሳ ተወካዮቻቸው በአብዛኛው ቀሪ ነበሩ።	The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.	Before the paragraphs were approved, they had to obtain an exemption from all regions, and their representations were mostly restricted if the regional government did not actually do so.
987	3.56	በጃፓን የመጀመሪያዎቹ የቼሪ አበባዎች ክብረ በኣሎች ንጉሰ ነገስቱን ያስተዳድሩ የነበረው በእራሱ እና በሌሎች የኢምፔሪያሊዝም ነገስቶች ዙሪያ ነው።	In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.	The first cerry flowers in Japan were managing the emperors on its own and other IPulitism roots.
273	3.58	ከረቡእ ዝግጅት ባሻገር፣ ካርፓኔዶ በሻምፒዮንሺፕ በሁለት የግል ውድድሮች ላይ ተወዳድሯል።	Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.	In addition to the exhibition, Carpano has been competed on two private competitions in champion.
657	3.58	ሁለት ታዋቂ የይዘት ጽንሰ ሀሳቦች የማዝሎው የጥቅሞች ተዋረድ ጽንሰ ሀሳብ እና የኸርዝበርግ ሁለትዮሽ ጽንሰ ሀሳብ ናቸው።	Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.	Two well-known content concepts are the concepts of dotted poems and the two theory of Strasbourg.
507	3.58	የሰው-ልጅ ባልሆኑ እንስሳት ሙሉ በሙሉ ሲያድጉ ፣ የዱር ልጅ ሙሉ በሙሉ እንደ ልዩ እንሰሳት የመሰሉ ባህሪያትን ያሳያል (ለምሳሌ በሰው ልጆች ላይ ፍርሃት ወይም ግዴለሽነት)።	When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.	As human beings grow completely, the wild child shows the characteristics of the wildlife as a unique animal, and the eloquent frightening or discrimination of human beings.
58	3.65	በዳግም የመገንባት ጥረት ላይ ነጻ ትችት ለሚታዩት የዋሽንግተን ውስጣዊዎች የዳግም መገንባት ኮንትራቶችን መሸለም ላይ ትኩረት አድርጓል።	Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.	Construction of debt has also been a focus on the fortification of gadgets, which are seen as free criticisms in the efforts of building a gum.
754	3.66	ኦፊሲያላዊ የፎክላንድ መገበያያ ዋጋው ከአንድ የብሪታኒያ ፓውንድ (ጂቢፒ) ጋር እኩል የተቀመተው የፎክላንድ ፓውንድ (ኤፍኬፒ) ነው።	The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).	The price of the Aphylian Fokland market is the Forest Pound of Finland, which is considered equal to a British pound and the same-toped Forest, which is part of the Forexland Pad.
946	3.68	በቤተ-ክርስቲያን ግቢው ውስጥ በአንዳንድ መቃብሮች ላይ አስገራሚ የእርግቦች የእምነበረድ ቅርጽ-ቅርጾች አሉ።	In the churchyard, there are interesting marble sculptures of doves over some tombs.	There are amazing pedestals on some graves in the Temple.
517	3.72	በይነመረብ የግዝፈት እና የሁለት ሰዎች ግንኙነት ባህሪያትን ያዋህዳል።	The Internet combines elements of both mass and interpersonal communication.	The internet integrates the characteristics of the divorce and the relationship of two people.
654	3.72	አሁን ያሉት ጽንሰ ሀሳቦች ያማከሉት ሰዎችን ምን እንደሚማርካቸው ማግኘት ላይ ነው።	Content theories are centered on finding what makes people tick or appeals to them.	The concepts of the present are that you should know what people are learning.
607	3.72	ሰዎች በየቀኑ ጠዋት ላይ ከትናንሽ የገጠር ከተሞች በመኪና ወደ ስራ ቦታቸው ይሄዳሉ እና ሌሎች የስራ መድረሻቸው ጥለውት የሄዱት ቦታ በሆነ ሰዎች ይታለፋሉ።	Every morning, people leave small country towns in cars to go their workplace and are passed by others whose work destination is the place they have just left.	People go to work from small rural towns each morning and go to their homes and other workplaces where they have gone.
405	3.73	ስለዚህ ፣ ማስታወሻው እንደ መለያ ብቻ የታከለ ሊሆን ይችላል።	So, it is likely that the notation was added simply as a label.	Therefore, the note can be treated only as an account.
950	3.75	ወደ ሰሜን ደግሞ በኣለም ዙሪያ ዝነኛ የማሪያ ስርኣቶች የሚደረጉበትን ቦታ፣ እመቤታችን ቅድስት ድንግል ማርያም (መቅደስ) ይጎብኙ።	Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions.	To the north, the location of famous landing systems around the world, the Festival of our Lady, Mary, is the secondary and most beautiful.
949	3.76	ስኮቱርብ ባስ 403 ካቦ ዳ ሮካ በመቆም በመደበኛነት ወደ ሲናትራ ይጓዛል።	Scotturb Bus 403 travels regularly to Sintra, stopping at Cabo da Roca.	Scott bars 403 Cabo Daka will be flying on a regular basis.
907	3.78	እዚህ የባህር ሰላጤው ተራራዎች ወደ አምባው ይጣመራሉ፣ ከዚያ በሚኒሶታ ግግር በረዶ የሚከፈሉት የኢልስዎርዝ ተራራዎችን 360 ኬሜ ሰንሰለት ለመፍጠር እንደገና ይወጣሉ።	The mountains of the Peninsula here merge into the plateau, then re-emerge to form the 360 km chain of the Ellsworth Mountains, bisected by the Minnesota Glacier.	Here, the mountains will lead to the ambassador, and then they will reopen to create the 360-kilometer chains of Icettre.
841	3.79	አሁን ላይ በአርቺፔላጎ በሰፊው የሚገኝ ሲሆን፣ የጃቫ የምግብ አሰራር ዘዴ በቀላሉ የተቀመሙ ምግቦችን፣ ጃቫውያን የሚወዱት ዋና ማጣፈጫዎች ኦቾሎኒ፣ ቃሪያዎች፣ ስኳር (በተለይ የጃቫውያን ኮኮናት ስኳር) እና የተለያዩ አሮማታዊ ቅመሞችን ያካትታል።	Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.	It is now widely available in Archipelago, the Java culinary method of cooking easily includes the most common dishes, olovani, kitras, tropicals, sugars, sugarians, sugarians, and all kinds of cosmetics.
178	3.80	ለ ስፕሪንግቦክስ የአምስት ግጥሚያዎችን የመሸነፍ ጎዙ አጠናቋል።	For the Springboks, it ended a five-match losing streak.	He completed winning five matches for Springs.
846	3.81	ቀጣይ፣ አንዳንድ ኮርቻዎች፣ በተለይ የእንግሊዝ ኮርቻዎች፣ ሊወድቅ ባለ ጋላቢ ወደኋላ ሲሳብ የእርካብ ቆዳ ከኮርቻው ላይ እንዲወርድ የሚያስችሉ መከላከያ ዘንጎች አሏቸው።	Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.	next, when some corporations, especially the british chambers, docked a gallery, they have gallery clusters that allow the skin to descend from the hole.
84	3.83	ውሃው 100ጫማ ስፋት ባለው ክፍል ግድቡ ላይ እየፈሰሰ ነው።	Water is spilling over the levee in a section 100 feet wide.	The water is flowing on the dam's surface of a 100-made wide range.
849	3.89	ስኪንግ እና በበረዶ መንሸራተትን የሚያካትቱ የቁልቁለት በረዶ ስፖርቶች ታዋቂ ስፖርቶች ስሆኑ በበረዶ በተሸፈነ መሬት ላይ ወደታች በሲኪ ወይም የበረዶ ሰሌዳ እግሮ ላይ ተጣብቆ ወደታች መንሸራተት ነው።	Downhill snowsports, which include skiing and snowboarding, are popular sports involving sliding down snow-covered terrain with skis or a snowboard attached to your feet.	Sking and ice-tracking-tracked sports are not popular sports, but they are dropped in a dropping-carriage to the bottom of a siki or iceboard on the ground.
476	3.90	በፊሊፒንስ መንግስት ስም አየር ላይ ያለ ወጪዎች እና የቦንድ ወለድ በዋልስትሪት ባንኮች በኩል ለዩ።ኤስ ገዢ ሃይል ለመክፈል ተስማሙ።	They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.	they agreed to pay for the u.s. buyer power through the waltrik banks, without costs on the nickname of the Philippines government and the Bond.
7	3.93	ፓናሉ ለንግድ መጀመር ገንዘብ በተከለከለበት በ2013 በሻርክ ታንክ ምእራፍ ላይ ከቀረበ ወዲህ ሽያጭ እንደጨመረ ሲሚኖፍ ተነግሯል።	Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.	Panalu has been reportedly on sale since it was filed in the 2013 Shark Tank Summit, where money was prohibited for the start of business.
857	3.94	አውሮፓ በአንጻሩ አነስተኛ አህጉር ብትሆንም ብዙ እራሳቸውን የቻሉ ሀገራት አሏት። በመደበኛ ሁኔታዎች በተለያዩ ሀገራት መጓዝ ማለት፤ በቪዛ ማመልከቻዎች እና በፖስፖርት ቁጥጥር ብዙ ጊዜ ማለፍ አለብዎት ማለት ነው።	Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.	In Europe, although it is a small continent, it has many countries that have become independent. In different countries, it means that you have to travel through Visa applications and sports controls often.
266	3.94	የህዝባዊ ኣቃቤ ህግ ዳይሬክተር አቶ ኪየር ስታርመር ኪው።ሲ ዛሬ ጠዋት በሁኔ እና በፕራይስ ላይ ክሶች መከሰቱን አስታውቋል።	The Director of Public Prosecutions, Kier Starmer QC, gave a statement this morning announcing the prosecution of both Huhne and Pryce.	Mr. Kier Sr. Kirt, director of the Public Prosecution Act, announced that there have been cases of accusations in Yemen and Prague this morning.
338	3.95	የመጓጓዣ እጦት ፍርሃቶች ጨዋታው በተዘጉ በሮች ውስጥ ያለቡድኑ ደጋፊዎች እንዲካሄድ የመገደዱን እድል ጨመሩት።	Fears of lack of transportation raised the possibility that the game would be forced to play behind closed doors without the team's supporters.	Reporting fears increased the opportunity to limit the team without fans in closed doors.
31	3.95	የላባዎቹ መዋቀር ለበረራ የሚውሉ ሳይሆን ለሙቀት መቆጣጠር ወይንም ለእያታ ነው። ተመራማሪዎች ይህ የልጅ ዳይኖሰር ጭራ ቢሆንም፣ ናሙናው የአዋቂ ላባዎች ስብስብ እንጂ የዶሮ እንዳልሆነ ተናግረዋል።	The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.	The swimming of the lions is not for the flight, but for the control of the heat or for the heat. Scientists have said that, although this is a coincidence of the kidnapping, the sampling was not a collection of ice.
